             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
           2216054     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216052     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216050     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216047     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216046     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216045     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216044     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216043     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216042     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2216041     batch  dctdck1   priebe PD       0:00    120 (Dependency)
           2214185     batch 1450000-  jmgonza PD       0:00   1024 (Priority)
           2214184     batch 1250000-  jmgonza PD       0:00   1024 (Priority)
           2214183     batch 1050000-  jmgonza PD       0:00   1024 (Priority)
           2214182     batch 850000-v  jmgonza PD       0:00   1024 (Priority)
           2214181     batch 650000-v  jmgonza PD       0:00   1024 (Priority)
           2214180     batch 450000-v  jmgonza PD       0:00   1024 (Priority)
           2214179     batch 250000-v  jmgonza PD       0:00   1024 (Priority)
           2214178     batch 50000-vi  jmgonza PD       0:00   1024 (Priority)
           2211708     batch  y819f_i  des2037 PD       0:00    126 (Dependency)
           2211707     batch  y819f_i  des2037 PD       0:00    126 (Dependency)
           2211706     batch  y819f_i  des2037 PD       0:00    126 (Dependency)
           2211705     batch  y819f_i  des2037 PD       0:00    126 (Dependency)
           2211704     batch  y819f_i  des2037 PD       0:00    126 (Dependency)
           2208280     batch 2050000-  jmgonza PD       0:00   1024 (Priority)
           2208279     batch 1850000-  jmgonza PD       0:00   1024 (Priority)
           2208278     batch 1650000-  jmgonza PD       0:00   1024 (Priority)
           2208277     batch 1450000-  jmgonza PD       0:00   1024 (Priority)
           2208276     batch 1250000-  jmgonza PD       0:00   1024 (Priority)
           2208275     batch 1050000-  jmgonza PD       0:00   1024 (Priority)
           2208274     batch 850000-v  jmgonza PD       0:00   1024 (Priority)
           2208273     batch 650000-v  jmgonza PD       0:00   1024 (Priority)
           2208272     batch 450000-v  jmgonza PD       0:00   1024 (Priority)
           2208271     batch 250000-v  jmgonza PD       0:00   1024 (Priority)
           2208270     batch 50000-vi  jmgonza PD       0:00   1024 (Priority)
           2208269     batch 2050000-  jmgonza PD       0:00   1024 (Priority)
           2208268     batch 1850000-  jmgonza PD       0:00   1024 (Priority)
           2208267     batch 1650000-  jmgonza PD       0:00   1024 (Priority)
           2208266     batch 1450000-  jmgonza PD       0:00   1024 (Priority)
           2179466     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179465     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179464     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179463     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179462     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179461     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179460     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179459     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179458     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179457     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179456     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179455     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179454     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2179453     batch fw_H_He- etjohnso PD       0:00     12 (Dependency)
           2133203     batch nbar2-40  leishi2 PD       0:00    200 (Dependency)
           2133202     batch nbar2-39  leishi2 PD       0:00    200 (Dependency)
           2133201     batch nbar2-38  leishi2 PD       0:00    200 (Dependency)
           2133200     batch nbar2-37  leishi2 PD       0:00    200 (Dependency)
           2133199     batch nbar2-36  leishi2 PD       0:00    200 (Dependency)
           2133198     batch nbar2-35  leishi2 PD       0:00    200 (Dependency)
           2056800     batch clusteri   kkarl3 PD       0:00      1 (Dependency)
           2056799     batch clusteri   kkarl3 PD       0:00      1 (Dependency)
           2056798     batch clusteri   kkarl3 PD       0:00      1 (DependencyNeverSatisfied)
           2001168     batch lipid.00   agauer PD       0:00      4 (DependencyNeverSatisfied)
           1839386     batch w_50he_5 mcusenti PD       0:00    256 (DependencyNeverSatisfied)
           2159913     batch leaf_gua    atown PD       0:00    200 (Priority)
           2159911     batch leaf_epi    atown PD       0:00    200 (Priority)
           2152115     batch strain_1  sohailt PD       0:00    100 (Priority)
           2159916     batch leaf_hyd    atown PD       0:00    200 (Priority)
           2181063     batch root_qc-   lanemj PD       0:00    200 (Priority)
           2152116     batch strain_1  sohailt PD       0:00    100 (Priority)
           2202881     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202880     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202879     batch poplar_0   lanemj PD       0:00    200 (Priority)
           2159919     batch leaf_myr    atown PD       0:00    200 (Priority)
           2219405     batch  MRB_768      g7h PD       0:00     96 (Priority)
           2220467     batch run_potr jschucha PD       0:00    128 (Priority)
           2220468     batch run_potr jschucha PD       0:00    128 (Priority)
           2220469     batch run_potr jschucha PD       0:00    128 (Priority)
           2220093     batch  MRB_384      g7h PD       0:00     48 (Priority)
           2220594     batch   mpi4py   skim53 PD       0:00     10 (Priority)
           2220626     batch zpinch_b  reddell PD       0:00    128 (Priority)
           2220734     batch   mpi4py   skim53 PD       0:00     10 (Priority)
           2220783     batch frontier  xudo627 PD       0:00     20 (Priority)
           2221071     batch pytorch_  gautama PD       0:00    300 (Priority)
           2221079     batch CrMemTes  hhcorzo PD       0:00    140 (Priority)
           2221846     batch pytorch_  gautama PD       0:00     20 (Priority)
           2221899     batch hpl-nomp sauetest PD       0:00   1000 (Priority)
           2221902     batch oblex_no sauetest PD       0:00   1000 (Priority)
           2222668     batch   mpi4py   skim53 PD       0:00     10 (Priority)
           2222676     batch   mpi4py   skim53 PD       0:00     10 (Priority)
           2226031     batch FinchB75 rolchigo PD       0:00    160 (Priority)
           2226984     batch frontier  xudo627 PD       0:00      2 (Priority)
           2221316     batch run_spmm jschucha PD       0:00     16 (Priority)
           2221107     batch  chronos hstellar PD       0:00      1 (Priority)
           2221109     batch  chronos hstellar PD       0:00      1 (Priority)
           2221108     batch  chronos hstellar PD       0:00      1 (Priority)
           2221110     batch chronos- hstellar PD       0:00      1 (Priority)
           2227570     batch     NEGF wenchang PD       0:00      2 (Priority)
           2227751     batch equil-jo      jv2 PD       0:00      1 (Priority)
           2227999     batch illegal_     root PD       0:00      1 (ReqNodeNotAvail, UnavailableNodes:frontier03019)
           2228002     batch illegal_     root PD       0:00      1 (ReqNodeNotAvail, UnavailableNodes:frontier03019)
           2228124     batch vae_bala kublaikh PD       0:00      2 (Priority)
           2228131     batch vae_adam kublaikh PD       0:00      2 (Priority)
           2228141     batch  compvis kublaikh PD       0:00      2 (Priority)
           2228223     batch interact   asitav PD       0:00      1 (Priority)
           1346844     batch nodescre stf002_a PD       0:00      1 (BeginTime)
           2221993     batch   SysAgt    shinw PD       0:00      1 (BeginTime)
           2228300     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228299     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228298     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228297     batch modulari      u4k PD       0:00      1 (Priority)
           2228290     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228289     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228288     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228287     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228286     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228285     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228284     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228283     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228282     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228281     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228280     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228279     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228278     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228277     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228276     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228275     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228274     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228273     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228272     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228271     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228269     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228268     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228267     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228266     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228265     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228264     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228263     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228262     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228261     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228260     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228259     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228258     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228257     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228256     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228255     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228254     batch weighted     rrao PD       0:00      1 (Priority)
           2228253     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228252     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228251     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228250     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228249     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228248     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228247     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228246     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228245     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228244     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228242     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228241     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228240     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228239     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228238     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228237     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228236     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228235     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228234     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228233     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228232     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228231     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228230     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228229     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228227     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228224     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228222     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2228221     batch  hipbone aflorenz PD       0:00      1 (Priority)
           2227752     batch equil-jo      jv2 PD       0:00      1 (Dependency)
           2226148     batch chronos- hstellar PD       0:00      1 (Priority)
           2226147     batch chronos- hstellar PD       0:00      1 (Priority)
           2226146     batch chronos- hstellar PD       0:00      1 (Priority)
           2226145     batch chronos- hstellar PD       0:00      1 (Priority)
           2226144     batch chronos- hstellar PD       0:00      1 (Priority)
           2226143     batch chronos- hstellar PD       0:00      1 (Priority)
           2226142     batch chronos- hstellar PD       0:00      1 (Priority)
           2226141     batch chronos- hstellar PD       0:00      1 (Priority)
           2226140     batch chronos- hstellar PD       0:00      1 (Priority)
           2226139     batch  chronos hstellar PD       0:00      1 (Priority)
           2226138     batch  chronos hstellar PD       0:00      1 (Priority)
           2226137     batch  chronos hstellar PD       0:00      1 (Priority)
           2226136     batch chronos- hstellar PD       0:00      1 (Priority)
           2226135     batch chronos- hstellar PD       0:00      1 (Priority)
           2226134     batch chronos- hstellar PD       0:00      1 (Priority)
           2226133     batch chronos- hstellar PD       0:00      1 (Priority)
           2226132     batch chronos- hstellar PD       0:00      1 (Priority)
           2226131     batch chronos- hstellar PD       0:00      1 (Priority)
           2226130     batch chronos- hstellar PD       0:00      1 (Priority)
           2226129     batch chronos- hstellar PD       0:00      1 (Priority)
           2226128     batch chronos- hstellar PD       0:00      1 (Priority)
           2226127     batch  chronos hstellar PD       0:00      1 (Priority)
           2226126     batch  chronos hstellar PD       0:00      1 (Priority)
           2226125     batch  chronos hstellar PD       0:00      1 (Priority)
           2226124     batch chronos- hstellar PD       0:00      1 (Priority)
           2226123     batch chronos- hstellar PD       0:00      1 (Priority)
           2226122     batch chronos- hstellar PD       0:00      1 (Priority)
           2226121     batch chronos- hstellar PD       0:00      1 (Priority)
           2226120     batch chronos- hstellar PD       0:00      1 (Priority)
           2226119     batch chronos- hstellar PD       0:00      1 (Priority)
           2226118     batch chronos- hstellar PD       0:00      1 (Priority)
           2226117     batch chronos- hstellar PD       0:00      1 (Priority)
           2226116     batch chronos- hstellar PD       0:00      1 (Priority)
           2226115     batch  chronos hstellar PD       0:00      1 (Priority)
           2226114     batch  chronos hstellar PD       0:00      1 (Priority)
           2226113     batch  chronos hstellar PD       0:00      1 (Priority)
           2221926     batch lammps-n sauetest PD       0:00   1000 (Priority)
           2221922     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221921     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221920     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221918     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221917     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221916     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221915     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221914     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221913     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221912     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221911     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221910     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221909     batch satvisio cssprad1 PD       0:00     32 (Dependency)
           2221903     batch amg-nomp sauetest PD       0:00   1000 (Priority)
           2221823     batch heart_fi    atown PD       0:00   1000 (Priority)
           2221814     batch kidney_k    atown PD       0:00   1000 (Priority)
           2221812     batch kidney_k    atown PD       0:00    500 (Priority)
           2221809     batch kidney_e    atown PD       0:00    500 (Priority)
           2221808     batch kidney_e    atown PD       0:00    500 (Priority)
           2221763     batch esophagu    atown PD       0:00   1000 (Priority)
           2221318     batch run_spmm jschucha PD       0:00     64 (Priority)
           2221317     batch run_spmm jschucha PD       0:00     32 (Priority)
           2221133     batch  pre3.62  hmwoods PD       0:00      1 (Dependency)
           2221132     batch  pre3.61  hmwoods PD       0:00      1 (Dependency)
           2221131     batch  pre3.60  hmwoods PD       0:00      1 (Dependency)
           2221130     batch  pre3.59  hmwoods PD       0:00      1 (Dependency)
           2221129     batch  pre3.58  hmwoods PD       0:00      1 (Dependency)
           2221128     batch  pre3.57  hmwoods PD       0:00      1 (Dependency)
           2221127     batch  pre3.56  hmwoods PD       0:00      1 (Dependency)
           2221126     batch  pre3.55  hmwoods PD       0:00      1 (Dependency)
           2221125     batch  pre3.54  hmwoods PD       0:00      1 (Dependency)
           2221124     batch  pre3.53  hmwoods PD       0:00      1 (Dependency)
           2221123     batch  pre3.52  hmwoods PD       0:00      1 (Dependency)
           2221122     batch  pre3.51  hmwoods PD       0:00      1 (Dependency)
           2221121     batch  pre3.50  hmwoods PD       0:00      1 (Dependency)
           2221118     batch chronos- hstellar PD       0:00      1 (Priority)
           2221117     batch chronos- hstellar PD       0:00      1 (Priority)
           2221116     batch chronos- hstellar PD       0:00      1 (Priority)
           2221115     batch chronos- hstellar PD       0:00      1 (Priority)
           2221114     batch chronos- hstellar PD       0:00      1 (Priority)
           2221113     batch chronos- hstellar PD       0:00      1 (Priority)
           2221112     batch chronos- hstellar PD       0:00      1 (Priority)
           2221111     batch chronos- hstellar PD       0:00      1 (Priority)
           2221069     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221068     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221067     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221066     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221065     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221064     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221063     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221062     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221061     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221060     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221059     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221058     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221057     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221056     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221055     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221054     batch bottlebr gywjedi9 PD       0:00      1 (Dependency)
           2221005     batch  pre2.61  hmwoods PD       0:00      1 (Dependency)
           2221004     batch  pre2.60  hmwoods PD       0:00      1 (Dependency)
           2221003     batch  pre2.59  hmwoods PD       0:00      1 (Dependency)
           2221002     batch  pre2.58  hmwoods PD       0:00      1 (Dependency)
           2221000     batch  pre2.57  hmwoods PD       0:00      1 (Dependency)
           2220995     batch  pre1.56  hmwoods PD       0:00      1 (Dependency)
           2220994     batch     pre1  hmwoods PD       0:00      1 (Dependency)
           2220991     batch     pre1  hmwoods PD       0:00      1 (Dependency)
           2220990     batch     pre1  hmwoods PD       0:00      1 (Dependency)
           2220972     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220969     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220968     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220967     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220964     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220963     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220962     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220960     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220957     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220956     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220955     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220954     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220953     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220951     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220950     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220948     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220946     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220945     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220944     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220943     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220942     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220940     batch    post3  hmwoods PD       0:00      1 (Dependency)
           2220921     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220919     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220918     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220917     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220915     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220914     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220911     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220910     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220909     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220904     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220901     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220900     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220899     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220898     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220897     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220896     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220895     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220893     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220892     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220891     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220890     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220889     batch    post2  hmwoods PD       0:00      1 (Dependency)
           2220885     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220884     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220883     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220882     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220881     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220879     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220878     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220877     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220876     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220875     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220874     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220873     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220872     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220871     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220869     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220868     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220867     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220865     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220864     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220862     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220857     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2220855     batch    post1  hmwoods PD       0:00      1 (Dependency)
           2215469     batch skeletal    atown PD       0:00   1000 (Priority)
           2215456     batch skeletal    atown PD       0:00   1000 (Priority)
           2215441     batch prostate    atown PD       0:00   1000 (Priority)
           2215420     batch prostate    atown PD       0:00   1000 (Priority)
           2215401     batch lung_epi    atown PD       0:00   1000 (Priority)
           2215384     batch lung_epi    atown PD       0:00   1000 (Priority)
           2215355     batch esophagu    atown PD       0:00   1000 (Priority)
           2215230     batch esophagu    atown PD       0:00   1000 (Priority)
           2215225     batch liver_mo    atown PD       0:00   1000 (Priority)
           2215222     batch liver_t-    atown PD       0:00   1000 (Priority)
           2215135     batch liver_pl    atown PD       0:00    150 (Priority)
           2215082     batch liver_pd    atown PD       0:00    150 (Priority)
           2215077     batch liver_ot    atown PD       0:00    150 (Priority)
           2215073     batch liver_ne    atown PD       0:00    200 (Priority)
           2215056     batch liver_fi    atown PD       0:00    200 (Priority)
           2215052     batch liver_ba    atown PD       0:00    200 (Priority)
           2214419     batch   Ves550    ngoav PD       0:00      1 (Dependency)
           2214418     batch   Ves549    ngoav PD       0:00      1 (Dependency)
           2214417     batch   Ves548    ngoav PD       0:00      1 (Dependency)
           2214416     batch   Ves547    ngoav PD       0:00      1 (Dependency)
           2214415     batch   Ves546    ngoav PD       0:00      1 (Dependency)
           2213078     batch b_svit_a   zhangp PD       0:00     32 (Dependency)
           2213075     batch s_svit_a   zhangp PD       0:00     16 (Dependency)
           2213072     batch ti_svit_   zhangp PD       0:00     16 (Dependency)
           2212961     batch b_vit_ba   zhangp PD       0:00     16 (Dependency)
           2212958     batch b_svit_b   zhangp PD       0:00     16 (Dependency)
           2212955     batch b_avit_b   zhangp PD       0:00     16 (Dependency)
           2212952     batch s_vit_ba   zhangp PD       0:00     16 (Dependency)
           2212949     batch s_svit_b   zhangp PD       0:00     16 (Dependency)
           2202901     batch poplar_o   lanemj PD       0:00    200 (Priority)
           2202900     batch poplar_9   lanemj PD       0:00    200 (Priority)
           2202899     batch poplar_8   lanemj PD       0:00    200 (Priority)
           2202898     batch poplar_7   lanemj PD       0:00    200 (Priority)
           2202897     batch poplar_6   lanemj PD       0:00    200 (Priority)
           2202896     batch poplar_5   lanemj PD       0:00    200 (Priority)
           2202895     batch poplar_4   lanemj PD       0:00    200 (Priority)
           2202894     batch poplar_3   lanemj PD       0:00    200 (Priority)
           2202893     batch poplar_2   lanemj PD       0:00    200 (Priority)
           2202892     batch poplar_2   lanemj PD       0:00    200 (Priority)
           2202891     batch poplar_2   lanemj PD       0:00    200 (Priority)
           2202890     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202889     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202888     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202887     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202886     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202885     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202884     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202883     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2202882     batch poplar_1   lanemj PD       0:00    200 (Priority)
           2159933     batch leaf_unk    atown PD       0:00    200 (Priority)
           2159932     batch leaf_sie    atown PD       0:00    200 (Priority)
           2159931     batch leaf_sen    atown PD       0:00    200 (Priority)
           2159929     batch leaf_phl    atown PD       0:00    200 (Priority)
           2159925     batch leaf_pal    atown PD       0:00    200 (Priority)
           2159923     batch leaf_oth    atown PD       0:00    200 (Priority)
           2152124     batch strain_1  sohailt PD       0:00    100 (Priority)
           2152122     batch strain_1  sohailt PD       0:00    100 (Priority)
           2152121     batch strain_1  sohailt PD       0:00    100 (Priority)
           2152120     batch strain_1  sohailt PD       0:00    100 (Priority)
           2152119     batch strain_1  sohailt PD       0:00    100 (Priority)
           2152118     batch strain_1  sohailt PD       0:00    100 (Priority)
           2152117     batch strain_1  sohailt PD       0:00    100 (Priority)
           2096554     batch relaunch alexisro PD       0:00      1 (DependencyNeverSatisfied)
           2124810     batch    nramp jmiratsk PD       0:00     92 (Priority)
           2124811     batch    nramp jmiratsk PD       0:00     92 (Priority)
           2124812     batch    nramp jmiratsk PD       0:00     92 (Priority)
           2124813     batch    nramp jmiratsk PD       0:00     92 (Priority)
           2127747     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127746     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127745     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127744     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127743     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127742     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127741     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127740     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127739     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2127738     batch     A_I1 jmiratsk PD       0:00     92 (Priority)
           2124814     batch    nramp jmiratsk PD       0:00     92 (Priority)
           1567747     batch SW48064_  rameshp PD       0:00   8064 (Priority)
           1896622     batch   phy181    mliu6 PD       0:00   9472 (Priority)
           1900589     batch   phy181    mliu6 PD       0:00   9408 (Priority)
           1901902     batch   phy181    mliu6 PD       0:00   9408 (Priority)
           1896006     batch cyto_128 blaschke PD       0:00    256 (Dependency)
