             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
           2193437     batch   ClimaX      xf9 PD       0:00   1920 (Priority)
           2193440     batch   ClimaX      xf9 PD       0:00   2560 (Priority)
           2172266     batch   compre juntanli PD       0:00     92 (Priority)
           2193442     batch   ClimaX      xf9 PD       0:00   2560 (Priority)
           2200811     batch p4_S1B_S cceaster PD       0:00     92 (Priority)
           2193444     batch   ClimaX      xf9 PD       0:00   2560 (Priority)
           2227953     batch  charles   manuel PD       0:00   9400 (Priority)
           2228135     batch  charles   manuel PD       0:00   5645 (Priority)
           2227896     batch  charles   manuel PD       0:00   4800 (Priority)
           2228181     batch  charles   manuel PD       0:00   1882 (Priority)
           2193452     batch   ClimaX      xf9 PD       0:00   1920 (Priority)
           2193447     batch   ClimaX      xf9 PD       0:00   2560 (Priority)
           2220667     batch    C37P4 johnsonr PD       0:00     30 (Priority)
           2223370     batch p3_S1B_P cceaster PD       0:00      6 (Priority)
           2226891     batch   global      jyc PD       0:00      2 (Priority)
           2220470     batch case22_2 cceaster PD       0:00     20 (Priority)
           2217789     batch     bare gywjedi9 PD       0:00      1 (Priority)
           2224864     batch   SNR_DS    dsaha PD       0:00    200 (Priority)
           2226894     batch   global      jyc PD       0:00      2 (Priority)
           2226893     batch   global      jyc PD       0:00      2 (Priority)
           2226892     batch   global      jyc PD       0:00      2 (Priority)
           2226902     batch   global      jyc PD       0:00      2 (Priority)
           2226901     batch   global      jyc PD       0:00      2 (Priority)
           2226900     batch   global      jyc PD       0:00      2 (Priority)
           2226899     batch   global      jyc PD       0:00      2 (Priority)
           2226898     batch   global      jyc PD       0:00      2 (Priority)
           2226897     batch   global      jyc PD       0:00      2 (Priority)
           2226896     batch   global      jyc PD       0:00      2 (Priority)
           2226895     batch   global      jyc PD       0:00      2 (Priority)
           2217792     batch     bare gywjedi9 PD       0:00      1 (Dependency)
           2217791     batch     bare gywjedi9 PD       0:00      1 (Dependency)
           2217790     batch     bare gywjedi9 PD       0:00      1 (Dependency)
           2159898     batch 1bv1_1d_ s317l496 PD       0:00     40 (Dependency)
           2159897     batch 1bv1_1d_ s317l496 PD       0:00     40 (Dependency)
           2159895     batch 1bv1_1d_ s317l496 PD       0:00     40 (Dependency)
           2147053     batch v12_24h_ s317l496 PD       0:00     40 (Dependency)
           2147052     batch v12_24h_ s317l496 PD       0:00     40 (Dependency)
           2147051     batch v12_24h_ s317l496 PD       0:00     40 (Dependency)
           2147050     batch v12_24h_ s317l496 PD       0:00     40 (Dependency)
           2147048     batch v12_24h_ s317l496 PD       0:00     40 (Dependency)
           2147047     batch v12_24h_ s317l496 PD       0:00     40 (Dependency)
           2147046     batch v12_24h_ s317l496 PD       0:00     40 (Dependency)
           1896052     batch cry11ba_ blaschke PD       0:00    512 (DependencyNeverSatisfied)
           1896047     batch cry11ba_ blaschke PD       0:00    512 (DependencyNeverSatisfied)
           1896005     batch cyto_128 blaschke PD       0:00    256 (DependencyNeverSatisfied)
           2218125     batch     lr-3 pratherb PD       0:00    329 (JobHeldUser)
           2213077     batch b_svit_a   zhangp PD       0:00     32 (JobHeldUser)
           2213074     batch s_svit_a   zhangp PD       0:00     16 (JobHeldUser)
           2213071     batch ti_svit_   zhangp PD       0:00     16 (JobHeldUser)
           2212960     batch b_vit_ba   zhangp PD       0:00     16 (JobHeldUser)
           2212957     batch b_svit_b   zhangp PD       0:00     16 (JobHeldUser)
           2212954     batch b_avit_b   zhangp PD       0:00     16 (JobHeldUser)
           2212951     batch s_vit_ba   zhangp PD       0:00     16 (JobHeldUser)
           2212948     batch s_svit_b   zhangp PD       0:00     16 (JobHeldUser)
           2179452     batch fw_H_He- etjohnso PD       0:00     12 (JobHeldUser)
           2166425     batch    TESTF   wangli PD       0:00   1882 (JobHeldUser)
           2159894     batch 1bv1_1d_ s317l496 PD       0:00     40 (JobHeldUser)
           2147045     batch v12_24h_ s317l496 PD       0:00     40 (JobHeldUser)
           2083953     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083952     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083951     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083950     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083949     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083947     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083946     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083945     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083944     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083943     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083942     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083941     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2083940     batch w_100_cu  aymanzy PD       0:00      2 (JobHeldUser)
           2032642     batch BELLA_ta pbartoli PD       0:00   8192 (JobHeldUser)
           2032641     batch BELLA_ta pbartoli PD       0:00   8192 (JobHeldUser)
           2032640     batch BELLA_ta pbartoli PD       0:00   8192 (JobHeldUser)
           1997744     batch   slurm1  paulm99 PD       0:00      1 (JobHeldUser)
           1885032     batch  XGC1_kc jdominsk PD       0:00   1024 (JobHeldUser)
           1885031     batch  XGC1_kc jdominsk PD       0:00   1024 (JobHeldUser)
           1885030     batch  XGC1_kc jdominsk PD       0:00   1024 (JobHeldUser)
           1870998     batch testf18g   wangli PD       0:00   1882 (JobHeldUser)
           1863173     batch testf18_   wangli PD       0:00   1882 (JobHeldUser)
           1863166     batch testf18_   wangli PD       0:00   1882 (JobHeldUser)
           1852268     batch testf6_s   wangli PD       0:00   1882 (JobHeldUser)
           1852262     batch testf20_   wangli PD       0:00   1882 (JobHeldUser)
           1852260     batch testf16_   wangli PD       0:00   1882 (JobHeldUser)
           1852025     batch  testf18   wangli PD       0:00   1882 (JobHeldUser)
           1811448     batch 320-node ksteinig PD       0:00    320 (JobHeldUser)
           1811392     batch 160-node ksteinig PD       0:00    160 (JobHeldUser)
           1797884     batch  4Gev_C2  chulwoo PD       0:00    144 (JobHeldUser)
           1789368     batch  4Gev_C2  chulwoo PD       0:00    144 (JobHeldUser)
           1786562     batch  4Gev_C2  chulwoo PD       0:00    144 (JobHeldUser)
           1783104     batch  4Gev_C5  chulwoo PD       0:00    576 (JobHeldUser)
           1783086     batch  4Gev_C5  chulwoo PD       0:00    576 (JobHeldUser)
           1783067     batch  4Gev_C5  chulwoo PD       0:00    576 (JobHeldUser)
           1562331     batch  3Gev_C2  chulwoo PD       0:00    128 (JobHeldUser)
           1555658     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1555657     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1553792     batch    warpx aforment PD       0:00     92 (JobHeldUser)
           1550581     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1548065     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1543453     batch 34Gev_C7  chulwoo PD       0:00   5376 (JobHeldUser)
           1542522     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1542511     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1542510     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1542509     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1542507     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1542012     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1541402     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1541401     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1541400     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1541399     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1541058     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1541057     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1540803     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1540674     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1540471     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1540468     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1540467     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1540465     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1540416     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1538982     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1538981     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1538980     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1538979     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1537716     batch      RBC   lehner PD       0:00   6144 (JobHeldUser)
           1537346     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1534633     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1533482     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1532040     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1530563     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1530532     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1530017     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530016     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530015     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530014     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530013     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530012     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530011     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530010     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530009     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1530008     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1528417     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1528416     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1528415     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1522463     batch  3Gev_C2  chulwoo PD       0:00    128 (JobHeldUser)
           1516436     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1513135     batch  3Gev_C2  chulwoo PD       0:00    128 (JobHeldUser)
           1507213     batch 3Gev_384  chulwoo PD       0:00    384 (JobHeldUser)
           1507212     batch 3Gev_384  chulwoo PD       0:00    384 (JobHeldUser)
           1507210     batch 3Gev_384  chulwoo PD       0:00    384 (JobHeldUser)
           1506151     batch 34Gev_C8  chulwoo PD       0:00   1920 (JobHeldUser)
           1502777     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1502773     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1502770     batch  4Gev_C0  chulwoo PD       0:00   1152 (JobHeldUser)
           1502342     batch  4Gev_C1  chulwoo PD       0:00    288 (JobHeldUser)
           1502337     batch  4Gev_C1  chulwoo PD       0:00    288 (JobHeldUser)
           1502330     batch  4Gev_C1  chulwoo PD       0:00    288 (JobHeldUser)
           1502325     batch  4Gev_C1  chulwoo PD       0:00    288 (JobHeldUser)
           1481782     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1443018     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1443017     batch 34Gev_C9  chulwoo PD       0:00   8064 (JobHeldUser)
           1316125     batch RunSpini  petermc PD       0:00      1 (JobHeldUser)
           2216515     batch       E9  detmold  R      43:57   2048 frontier[00079-00085,00088-00099,00106,00119,00121,00127,00203,00206,00218-00224,00226-00233,00235-00237,00250,00252-00253,00333-00339,00341-00347,00349-00352,00358,00371,00379,00460-00464,00466-00470,00472-00480,00484,00497,00505,00509,00512,00591-00597,00599-00602,00604-00606,00608-00610,00612,00615,00623,00626-00627,00631,00715-00720,00722-00723,00728,00736,00744,00746-00752,00754-00755,00757,00764,00791,00844,00846-00852,00854-00860,00862-00865,00869,00875,00883,00885,00893,00896,00971-00975,00977-00983,00985-00988,00990-00991,01001,01009,01018,01022,01099-01100,01102-01108,01110-01117,01119-01120,01127,01135,01141,01148,01151,01156,01226-01229,01232,01234,01236-01242,01244-01249,01253,01261,01267,01274,01279,01358,01362,01366,01376-01380,01382-01383,01385,01387-01396,01398,01400,01406,01408,01421,01483-01487,01489-01495,01497,01499-01505,01513,01526,01530,01534,01536,01547,01611,01613-01619,01621-01627,01629-01631,01633,01639-01640,01652,01660,01681,01733,01739-01741,01743-01744,01746-01758,01765,01774,01778,01786,01820,01861-01862,01867-01868,01870-01872,01874-01876,01878-01884,01886-01888,01891,01904,01912,01920,01925,01933,01955,01996-02003,02005-02010,02012,02014-02015,02017,02026-02027,02030,02037-02038,02042,02045,02050-02052,02054-02059,02061,02063-02069,02071-02073,02080,02086,02093,02101,02108-02109,02114,02119,02122-02125,02135,02138,02140,02143,02153,02156,02160,02177,02180,02185,02198-02199,02201-02203,02205-02206,02208-02211,02213-02220,02227,02230,02234,02240,02244,02247-02248,02251,02261,02268-02269,02275,02282,02290,02293,02300,02303,02306-02308,02310-02311,02313,02315-02321,02324-02329,02331-02332,02339,02341,02345,02353,02366,02373-02374,02380-02381,02384,02386-02387,02390,02395,02401,02408,02411,02416,02419,02430,02433-02434,02436-02437,02440-02447,02449-02451,02453-02455,02457-02458,02464,02471-02473,02479,02488,02492,02494,02496-02497,02500,02505-02507,02509-02510,02513-02514,02517,02526-02527,02562-02563,02565,02568-02573,02575-02577,02579-02581,02584,02586-02587,02589,02591,02593-02594,02597,02605,02608,02616,02618,02623,02626,02629-02630,02632,02637,02639,02643-02644,02646-02647,02660,02663-02664,02689-02692,02694-02699,02702-02706,02709-02710,02712,02715-02717,02721,02723,02729,02731-02733,02744,02749-02753,02759,02762,02764-02765,02770,02778,02810-02811,02821-02822,02824,02827-02829,02831-02833,02836,02838-02839,02841-02843,02845-02846,02848-02850,02852-02853,02857,02859,02861,02864,02868,02870-02871,02874,02877-02878,02882-02886,02894,02907,02936-02937,02946-02948,02951,02954-02955,02957-02959,02961-02962,02964-02965,02967-02970,02972-02975,02978-02980,02983-02984,02986-02990,02994,02996,02998,03001,03004-03005,03009,03031-03032,03059,03073-03074,03077-03078,03080,03083-03085,03088,03090-03092,03094-03096,03098,03101-03102,03104-03106,03109,03114,03117-03118,03120,03122,03125,03127,03129-03131,03133,03135,03137,03139,03143,03151,03158,03185,03188,03201,03203,03206,03209-03211,03214,03216-03217,03220-03222,03224,03227,03230-03233,03235-03237,03239-03245,03247-03248,03251-03258,03286-03287,03289,03329,03331-03332,03335-03336,03338-03340,03342,03345-03347,03349,03353,03356-03362,03364-03370,03373-03374,03382,03390,03393-03397,03399-03402,03458,03461-03463,03465-03466,03469,03471-03477,03479,03482-03484,03487,03489-03494,03496-03497,03499-03500,03502-03513,03587-03589,03591-03592,03594-03599,03601-03603,03605-03606,03608-03610,03612-03613,03615-03618,03621-03624,03626-03627,03630-03634,03636-03640,03713-03715,03717-03718,03720-03732,03734-03736,03738-03739,03742-03743,03747-03751,03758-03763,03765-03769,03841-03842,03844-03864,03870-03873,03884-03890,03892-03898,03969-03970,03972-04007,04015,04018-04019,04097-04123,04128,04130,04137-04140,04148,04151-04153,04155,04160-04162,04225-04249,04253,04256,04261-04262,04264-04268,04276-04279,04288-04290,04356-04358,04361-04363,04367-04370,04373,04380-04403,04409-04411,04415,04417-04418,04481-04505,04507-04508,04510,04512,04514-04517,04524-04525,04528-04529,04531,04538-04539,04541,04609-04637,04642-04643,04645,04648,04655-04657,04659,04663,04671-04673,04737-04743,04747-04748,04750,04752,04756,04758-04760,04762-04763,04766,04768-04769,04771-04773,04775-04788,04792-04795,04865-04889,04892,04894-04897,04900-04901,04907-04909,04913,04919,04921-04922,04948-04949,04993,04999-05000,05002,05004-05005,05007-05010,05012-05014,05017-05018,05020-05024,05027-05029,05031-05035,05038,05040,05042-05044,05051-05053,05064-05066,05071,05077,05123-05130,05132-05140,05143-05150,05152-05153,05155-05160,05162,05164,05166-05170,05172,05249-05256,05258-05268,05270-05287,05292,05297-05298,05377-05384,05386-05415,05419-05420,05505-05508,05510-05535,05540,05542,05550-05552,05559-05561,05633-05646,05648-05663,05670,05678,05680,05689-05693,05761-05793,05803,05809,05814-05816,05889-05894,05897-05907,05909-05916,05918-05920,05926,05928,05939,05943-05949,06017-06045,06047-06048,06055,06057,06059,06070-06073,06145-06161,06163-06172,06181,06183,06197-06205,06273-06296,06308-06309,06317,06321-06329,06338,06401-06424,06426,06443,06447-06455,06464,06496,06529-06551,06553,06559,06574-06584,06590,06657-06681,06685,06701-06710,06716,06790,06799-06800,06811,06821,06830-06832,06835-06839,06884,06927-06928,07054-07055,07089-07094,07165-07167,07183-07184,07212-07219,07289-07291,07294,07312-07313,07340-07348,07417,07420,07439-07440,07467-07475,07546,07551-07552,07567-07568,07595-07603,07679-07680,07694-07695,07708,07722-07730,07807,07823-07824,07925,07950-07951,08071,08075,08080-08081,08104,08177,08192,08208-08209,08235-08237,08241-08244,08312-08313,08371-08373,08375-08376,08441-08442,08511-08514,08560,08568-08569,08582,08632,08641-08642,08645-08648,08678,08728-08729,08758,08763,08768,08771,08909,08911,08981,09010,09262,09266,09280,09282,09341,09374,10114,10123,10147,10166,10170,10190,10207,10228,10240,10246,10249,10252,10262,10265,10267,10270,10283,10291-10292,10301,10308-10309,10312,10346,10348,10354,10357,10361-10363]
           2227295     batch    SD2L6  rahul29  R      20:58    200 frontier[00087,00102,00110,00118,00243,00251,00254,00364,00373,00507-00508,00611,00639,00763,00894,01011,01149,01182,01224,01262,01276,01348,01384,01397,01528,01604,01661,01787,01917,02039,02137,02151,02272,02330,02432,02459,02530-02531,02556,02599,02624,02668,02681,02713,02774,02781,02783,02834,02901,02908-02909,02960,03025,03033,03041,03087,03155,03165-03166,03280,03291,03293,03305,03416-03418,03424,03537,03544,03553-03554,03675,03679-03680,03771,03782,03804,03900,03926,03931,04025,04054,04084,04163,04187,04280,04291,04420,04450,04533,04542,04697,04701,04755,04801,04962-04963,05006,05212,05302,05337,05421,05430,05449,05614,05620,05623,05713-05715,05836,05845-05846,05976,05984,05988,06111-06113,06220-06222,06347-06348,06357,06470-06471,06483,06595,06597,06607,06721-06722,06729,06818,06828,06855,06951,06981,06983,07073,07081,07132,07172,07210,07258,07300,07309,07338,07428,07460,07521,07589,07647,07649,07716,07770-07771,07838,07840,07903,07966-07967,08027,08095,08097,08154,08199,08225,08238,08348,08350,08378,08454,08462,08484,08592,08602-08603,08715,08719-08720,08842-08844,08971,08974,08987,09235,09243,09246,09361,09363-09364,10130,10183-10184,10311,10315-10316]
           2228294     batch gpu-test jaywang6  R       0:12      1 frontier00166
           2227931     batch    cce17 jaharris  R      12:09      3 frontier[02903,02924-02925]
           2227620     batch interact   wilson  R      23:03      1 frontier02533
           2226525     batch      qmc   abdulg  R    1:14:30     52 frontier[01481,01991,02152,02154,02278-02279,02405-02406,02532,02536,02657,02662,02807,03709,03833,03837,03956-03957,04053,04059,04158,04180,04283,04285,04414,04436,04535,04548,04676,04692,04789,04803,04916,04924,05015,05176,05304,05427,05545,05880,06518,06648,06827,06964,07585,08504,08634,08759,08888,09007,10206,10290]
           2225911     batch sft_lora ayushkau  R    2:00:24     20 frontier[01865,02134,02262,02391,02520,02652,02773,02904,03030,03173,03284,03445,03540,03706,03840,03949,04061,04184,04311,04372]
           2218740     batch    crd_3 jtempkin  R    2:50:35    100 frontier[02534-02535,02537,02655-02656,02658,02794,02813-02814,03580,03710-03712,03789-03790,03792-03795,03815,03829,03832,03958-03960,03962-03964,04062-04063,04065-04067,04189,04191-04194,04317,04319-04322,04374-04379,04412-04413,04447,04573-04578,04702-04706,04736,04761,04764-04765,04767,04770,04774,04830-04831,04914,04918,04920,04925,04927,04932-04933,04939,05016,05019,05048,05086-05089,05216,05219-05220,05345-05346,05436-05437,05439,05447-05448,05471-05472,05477]
           2216705     batch nvar3-16  leishi2  R   10:46:05    200 frontier[00065-00077,00188-00202,00315-00329,00443-00457,00573-00574,00577-00589,00699-00713,00828-00842,00955-00969,01083-01097,01214-01223,01339-01347,01353-01354,01468-01476,01482,01596-01603,01609-01610,01724-01731,01736-01737,01852-01859,01982-01989]
           2216798     batch   d6rp44    ngoav  R   10:44:28    200 frontier[03965-03968,04068-04075,04077-04082,04088-04090,04092,04094,04195-04213,04323-04341,04451-04469,04579-04597,04707-04725,04835-04853,04964-04967,04973,04975,04980-04981,04984,04989,04992,05090-05091,05094-05095,05097,05099-05101,05103,05109,05112-05113,05115-05116,05118,05120,05221,05223,05225-05227,05232-05233,05235-05236,05238,05244,05246-05248,05349,05351,05353,05359,05363,05365,05368,05370,05372,05376,05481,05487-05489,05491,05493-05494,05496,05498-05499,05502,05504]
           2133196     batch nbar2-34  leishi2  R   10:44:22    200 frontier[00048-00049,00078,00086,00208,00216,00225,00234,00331-00332,00340,00348,00465,00471,00487,00495,00539-00540,00598,00607,00721,00729,00737,00745,00845,00853,00861,00877,00976,00984,00989,00993,01101,01109,01118,01125,01235,01243,01251,01259,01357,01365,01373,01381,01488,01496,01514,01522,01612,01620,01628,01636,01742,01745,01761,01766,01869,01877,01885,01892,02004,02011,02013,02018,02049,02053,02060,02062,02179,02188,02196,02200,02305,02309,02312,02435,02438-02439,02561,02564,02566,02693,02700-02701,02817-02818,02823,02945,02949-02950,03075-03076,03079,03202,03204-03205,03330,03333-03334,03457,03459-03460,03585-03586,03590,03716,03719,03733,03843,03866,03971,04076,04083,04214-04216,04342-04344,04470-04472,04599,04602,04604,04726-04728,04854-04856,06758,06762,06764,06785-06787,06913-06915,07041-07043,07169-07171,07297-07299,07425-07427,07553-07555,07681-07683,07809-07811,07937-07939,08065-08067,08193-08195,08321-08323,08449-08451,08577-08579,08705-08707,08833-08835,08961-08963,09225-09227,09345-09347,10113,10115-10116,10241-10242,10244]
           2217548     batch  d6r2.18    ngoav  R   10:44:22    200 frontier[00126,00128,00255-00256,00381-00384,00511,00766-00768,01021,01023-01024,01152,01407,01662,01664,01791-01792,02048,02094-02095,02102,02105-02106,02228-02229,02232-02233,02235,02333,02335-02337,02347,02462,02466,02477,02480-02481,02583,02585,02588,02595,02598,02714,02718,02725,02727,02734,02835,02837,02840,02844,02847,02963,02966,02971,02976-02977,03089,03093,03097,03099-03100,03213,03215,03218-03219,03223,03344,03348,03350-03352,03470,03478,03480-03481,03485,03607,03611,03614,03625,03635,03754,03796,03800,04220-04224,04476-04480,04732-04735,04860-04862,04864,06776-06777,06782-06783,06792-06795,06920-06923,07047-07050,07176-07179,07304-07307,07432-07435,07560-07563,07687-07690,07815-07817,07819,07943-07946,08072-08074,08076,08200-08203,08327-08330,08455-08458,08584-08587,08711-08714,08839-08841,08847,08967-08970,09231-09234,09352-09355,10120-10122,10124,10250-10251,10253-10254]
           2218037     batch       L5 bsoriano  R   10:44:22    400 frontier[02116-02118,02120-02121,02126-02133,02243,02245-02246,02249-02250,02252-02259,02370-02372,02375-02379,02382-02383,02385,02388-02389,02503-02504,02508,02511-02512,02515-02516,02518-02519,02522,02524-02525,02529,02627,02634-02636,02638,02640-02642,02645,02648-02651,02755-02757,02763,02767,02771-02772,02775-02777,02806,02808-02809,02867,02869,02872,02876,02879-02881,02934-02935,02942,02944,03002,03006-03008,03026,03029,03058,03060-03061,03064,03070-03072,03119,03121,03123-03124,03128,03132,03134,03186-03187,03194-03195,03234,03238,03246,03249-03250,03281,03288,03317-03318,03320-03321,03323,03447,03449,03456,03572-03573,03579,06801-06810,06812-06814,06929-06941,07056-07068,07185-07196,07198,07314-07326,07441-07452,07569-07580,07696-07707,07825-07836,07952-07963,08082-08093,08210-08221,08336-08347,08464-08472,08474,08478-08479,08593-08595,08598-08599,08605,08609-08612,08614-08615,08730,08733-08735,08737-08744,08856-08857,08860-08862,08865-08866,08868-08870,08872-08873,08985,08990-09000,09248,09250,09252,09254-09261,09264,09368-09370,09372,09376,09392-09398,10131-10142,10260-10261,10263-10264,10266,10268-10269,10271-10275]
           2217798     batch LABY_tes aclark20  R   10:44:11    200 frontier[02157-02159,02162,02165-02176,02281,02283-02289,02291-02292,02294-02299,02301-02302,02304,02410,02412-02415,02417-02418,02420-02425,02427,02431,02558,06901-06905,06910,07029-07033,07040,07158-07164,07285-07288,07413-07416,07540-07543,07668-07671,07674,07797-07798,07800-07801,07806,07929,07931-07932,08053-08055,08057,08063-08064,08190,08307-08311,08316-08317,08319-08320,08435-08440,08445-08448,08561-08567,08697,08700-08702,08704,08810,08812,08815-08816,08827,08910,08912-08915,08940,09043-09047,09053-09057,09059,09061-09068,10159-10165,10167-10169,10171-10178,10188,10294-10300,10302-10307,10313-10314,10330,10334-10335]
           2219766     batch       MD jingxuan  R      20:26    600 frontier[00063,01860,01990,02081,02110,02113,02148-02149,02221,02236,02241,02263,02351,02368,02392-02393,02403,02665,02678-02680,02682-02688,02780,02782,02784-02793,02795-02796,02905,02910-02913,02915-02923,03034-03040,03042-03048,03159-03164,03167-03172,03174-03175,03285,03290,03292,03294-03304,03403,03419-03423,03425-03432,03516,03525,03545-03552,03555-03558,03641-03642,03672-03674,03676,03678,03681-03687,03744,03770,03801-03803,03805-03813,03865,03929-03930,03932-03942,04009,04085-04087,04091,04093,04096,04154,04346-04347,04350-04353,04371,04419,05624-05632,05716-05717,05719-05720,05729-05738,05835,05837,05839-05844,05861-05866,05967-05975,05990,05995-05998,06104-06107,06109-06110,06114,06116-06122,06176,06216-06217,06219,06223-06227,06234-06237,06343-06346,06349-06352,06354-06356,06358-06359,06469,06472,06475-06482,06485-06487,06598-06604,06606,06608,06612-06614,06617,06723-06728,06730,06732,06734-06735,06739-06740,06743,06848-06854,06856-06859,06871,06873,06962,06978-06980,06982,06984,06989,06992,06998-06999,07003,07005,07010,07117,07127,07134,07137-07146,07259-07271,07387-07399,07514-07520,07522-07527,07556,07642-07646,07648,07650-07655,07763,07765-07766,07769,07772-07776,07778-07779,07782-07783,07865,07901-07902,07904-07913,08026,08028-08039,08153,08155-08166,08207,08239-08240,08249,08251-08257,08275-08276,08353,08356,08359-08360,08364,08374,08377,08379-08382,08386,08421,08473,08475-08477,08483,08487-08488,08493-08494,08496-08499,08596-08597,08600-08601,08604,08606-08608,08613,08616,08619-08621,08721-08725,08731,08736,08747,08749-08753,08845-08846,08848-08850,08858-08859,08867,08871,08874-08875,08884,08886,08975-08978,08980,08983,08986,08988-08989,09016,09019,09026-09027,09236-09238,09240,09242,09249,09251,09263,09267-09268,09272-09273,09276,09351,09358-09360,09362,09373,09375,09377-09382,10179,10181-10182,10185-10187,10189,10191-10196,10310,10317-10328]
